zipcode,GEOID20,weather_name,cwa,overlap_cells,area_m2_approx
18461,18461,Northern Wayne,BGM,68,50138276.6364204
18603,18603,Columbia,CTP,108,79631380.5401971
18603,18603,Luzerne,BGM,82,60460863.002742246
18428,18428,Pike,BGM,407,300092332.22092795
18428,18428,Southern Wayne,BGM,135,99539225.67524639
18430,18430,Susquehanna,BGM,8,5898620.780755341
18935,18935,Upper Bucks,PHI,2,1474655.1951888353
19112,19112,Philadelphia,PHI,10,7373275.975944176
19113,19113,Delaware,PHI,4,2949310.3903776705
19114,19114,Philadelphia,PHI,20,14746551.951888353
19114,19114,Lower Bucks,PHI,1,737327.5975944176
19119,19119,Philadelphia,PHI,11,8110603.573538594
17901,17901,Schuylkill,CTP,278,204977072.13124812
17920,17920,Columbia,CTP,7,5161293.183160923
17925,17925,Schuylkill,CTP,2,1474655.1951888353
18431,18431,Southern Wayne,BGM,229,168848019.84912163
18431,18431,Northern Wayne,BGM,242,178433278.61784905
18433,18433,Lackawanna,BGM,101,74470087.35703617
18434,18434,Lackawanna,BGM,21,15483879.54948277
18437,18437,Northern Wayne,BGM,40,29493103.903776705
18439,18439,Northern Wayne,BGM,102,75207414.9546306
18441,18441,Susquehanna,BGM,11,8110603.573538594
18446,18446,Lackawanna,BGM,16,11797241.561510682
18446,18446,Susquehanna,BGM,113,83318018.52816918
18446,18446,Wyoming,BGM,68,50138276.6364204
18447,18447,Lackawanna,BGM,68,50138276.6364204
18453,18453,Northern Wayne,BGM,174,128295001.98142867
18454,18454,Northern Wayne,BGM,15,11059913.963916264
18458,18458,Pike,BGM,195,143778881.53091145
18462,18462,Susquehanna,BGM,17,12534569.1591051
18462,18462,Northern Wayne,BGM,99,72995432.16184735
19133,19133,Philadelphia,PHI,4,2949310.3903776705
19134,19134,Philadelphia,PHI,12,8847931.171133012
19135,19135,Philadelphia,PHI,11,8110603.573538594
19137,19137,Philadelphia,PHI,11,8110603.573538594
19138,19138,Philadelphia,PHI,6,4423965.585566506
19141,19141,Philadelphia,PHI,6,4423965.585566506
19148,19148,Philadelphia,PHI,16,11797241.561510682
19150,19150,Philadelphia,PHI,4,2949310.3903776705
19150,19150,Eastern Montgomery,PHI,1,737327.5975944176
19316,19316,Western Chester,PHI,2,1474655.1951888353
19345,19345,Eastern Chester,PHI,1,737327.5975944176
19375,19375,Eastern Chester,PHI,3,2211982.792783253
19405,19405,Eastern Montgomery,PHI,3,2211982.792783253
19435,19435,Western Montgomery,PHI,4,2949310.3903776705
19453,19453,Western Montgomery,PHI,2,1474655.1951888353
19456,19456,Western Montgomery,PHI,1,737327.5975944176
19122,19122,Philadelphia,PHI,5,3686637.987972088
19457,19457,Western Chester,PHI,1,737327.5975944176
19501,19501,Lancaster,CTP,5,3686637.987972088
19123,19123,Philadelphia,PHI,5,3686637.987972088
19503,19503,Berks,PHI,5,3686637.987972088
19535,19535,Berks,PHI,3,2211982.792783253
19125,19125,Philadelphia,PHI,6,4423965.585566506
19126,19126,Philadelphia,PHI,5,3686637.987972088
19554,19554,Berks,PHI,2,1474655.1951888353
19559,19559,Berks,PHI,2,1474655.1951888353
19127,19127,Philadelphia,PHI,2,1474655.1951888353
19130,19130,Philadelphia,PHI,4,2949310.3903776705
19562,19562,Berks,PHI,4,2949310.3903776705
19564,19564,Berks,PHI,1,737327.5975944176
19121,19121,Philadelphia,PHI,8,5898620.780755341
19350,19350,Eastern Chester,PHI,100,73732759.75944176
19365,19365,Western Chester,PHI,58,42765000.66047622
19367,19367,Western Chester,PHI,1,737327.5975944176
19372,19372,Western Chester,PHI,2,1474655.1951888353
19374,19374,Eastern Chester,PHI,7,5161293.183160923
19403,19403,Western Montgomery,PHI,26,19170517.53745486
19403,19403,Eastern Montgomery,PHI,55,40553017.86769297
19422,19422,Eastern Montgomery,PHI,42,30967759.09896554
19437,19437,Eastern Montgomery,PHI,3,2211982.792783253
19444,19444,Eastern Montgomery,PHI,17,12534569.1591051
19454,19454,Lower Bucks,PHI,1,737327.5975944176
19454,19454,Eastern Montgomery,PHI,41,30230431.501371123
19465,19465,Western Chester,PHI,128,94377932.49208546
19468,19468,Western Montgomery,PHI,59,43502328.25807064
19472,19472,Western Montgomery,PHI,3,2211982.792783253
19474,19474,Western Montgomery,PHI,1,737327.5975944176
19520,19520,Berks,PHI,29,21382500.33023811
19520,19520,Western Chester,PHI,105,77419397.74741384
19609,19609,Berks,PHI,7,5161293.183160923
19611,19611,Berks,PHI,7,5161293.183160923
19547,19547,Berks,PHI,100,73732759.75944176
19555,19555,Berks,PHI,56,41290345.46528739
19567,19567,Berks,PHI,78,57511552.612364575
19505,19505,Berks,PHI,25,18433189.93986044
19505,19505,Western Montgomery,PHI,2,1474655.1951888353
19506,19506,Berks,PHI,232,171060002.6419049
19508,19508,Berks,PHI,143,105437846.45600173
19511,19511,Berks,PHI,1,737327.5975944176
19512,19512,Berks,PHI,150,110599139.63916264
19512,19512,Western Montgomery,PHI,2,1474655.1951888353
19518,19518,Berks,PHI,130,95852587.68727429
19526,19526,Berks,PHI,202,148940174.71407235
19529,19529,Berks,PHI,125,92165949.6993022
19529,19529,Lehigh,PHI,66,48663621.44123156
19534,19534,Berks,PHI,84,61935518.19793108
19536,19536,Berks,PHI,1,737327.5975944176
19538,19538,Berks,PHI,1,737327.5975944176
19540,19540,Berks,PHI,110,81106035.73538594
19540,19540,Lancaster,CTP,13,9585258.76872743
19543,19543,Berks,PHI,50,36866379.87972088
19543,19543,Lancaster,CTP,22,16221207.147077188
19543,19543,Western Chester,PHI,2,1474655.1951888353
19544,19544,Berks,PHI,1,737327.5975944176
19549,19549,Schuylkill,CTP,2,1474655.1951888353
19565,19565,Berks,PHI,66,48663621.44123156
19604,19604,Berks,PHI,9,6635948.378349759
19606,19606,Berks,PHI,92,67834138.97868642
17720,17720,Southern Lycoming,CTP,13,9585258.76872743
15565,15565,Somerset,CTP,3,2211982.792783253
17054,17054,Mifflin,CTP,2,1474655.1951888353
19490,19490,Eastern Montgomery,PHI,2,1474655.1951888353
19052,19052,Delaware,PHI,1,737327.5975944176
15619,15619,Westmoreland,PBZ,2,1474655.1951888353
17303,17303,Adams,CTP,1,737327.5975944176
19369,19369,Western Chester,PHI,1,737327.5975944176
18927,18927,Upper Bucks,PHI,1,737327.5975944176
18065,18065,Lehigh,PHI,1,737327.5975944176
16430,16430,Northern Erie,CLE,7,5161293.183160923
18921,18921,Upper Bucks,PHI,2,1474655.1951888353
17342,17342,York,CTP,1,737327.5975944176
15488,15488,Fayette,PBZ,2,1474655.1951888353
15275,15275,Allegheny,PBZ,2,1474655.1951888353
15720,15720,Higher Elevations of Indiana,PBZ,7,5161293.183160923
16220,16220,Clarion,PBZ,19,14009224.354293935
16910,16910,Bradford,BGM,1,737327.5975944176
18440,18440,Lackawanna,BGM,1,737327.5975944176
18933,18933,Lower Bucks,PHI,3,2211982.792783253
17858,17858,Columbia,CTP,2,1474655.1951888353
17534,17534,Lancaster,CTP,1,737327.5975944176
15763,15763,Indiana,PBZ,1,737327.5975944176
15831,15831,Elk,CTP,1,737327.5975944176
18946,18946,Lower Bucks,PHI,5,3686637.987972088
18820,18820,Susquehanna,BGM,6,4423965.585566506
15465,15465,Fayette,PBZ,2,1474655.1951888353
15465,15465,Fayette Ridges,PBZ,1,737327.5975944176
